TimeStamp;RH;C;;;
9.10.2020 17:02;88;10,9;;;
9.10.2020 17:17;90;10,8;;;
9.10.2020 17:32;91;10,6;;;
9.10.2020 17:47;92;10,6;;;
9.10.2020 18:02;91;10,8;;;
9.10.2020 18:17;93;10,7;;;
9.10.2020 18:32;95;10,6;;;
9.10.2020 18:47;97;10,6;;;
9.10.2020 19:02;97;10,6;;;
9.10.2020 19:17;98;10,7;;;
9.10.2020 19:32;98;10,7;;;
9.10.2020 19:47;99;10,8;;;
9.10.2020 20:02;98;10,9;;;
9.10.2020 20:17;98;11;;;
9.10.2020 20:32;98;11,1;;;
9.10.2020 20:47;98;11,1;;;
9.10.2020 21:02;98;11,2;;;
9.10.2020 21:17;97;11,1;;;
9.10.2020 21:32;96;11;;;
9.10.2020 21:47;95;10,6;;;
9.10.2020 22:02;96;10,2;;;
9.10.2020 22:17;97;9,7;;;
9.10.2020 22:32;97;9,8;;;
9.10.2020 22:47;98;9,2;;;
9.10.2020 23:02;97;9;;;
9.10.2020 23:17;98;8,6;;;
9.10.2020 23:32;98;8,7;;;
9.10.2020 23:47;98;8,4;;;
10.10.2020 0:02;98;8,4;;;
10.10.2020 0:17;99;7,9;;;
10.10.2020 0:32;99;7,8;;;
10.10.2020 0:47;99;7,7;;;
10.10.2020 1:02;99;7,5;;;
10.10.2020 1:17;99;7,4;;;
10.10.2020 1:32;99;7,4;;;
10.10.2020 1:47;99;7,3;;;
10.10.2020 2:02;98;7,2;;;
10.10.2020 2:17;97;7,6;;;
10.10.2020 2:32;97;7,7;;;
10.10.2020 2:47;97;7,7;;;
10.10.2020 3:02;97;7,8;;;
10.10.2020 3:17;98;7,8;;;
10.10.2020 3:32;98;7,8;;;
10.10.2020 3:47;99;8,1;;;
10.10.2020 4:02;99;8,3;;;
10.10.2020 4:17;98;8,8;;;
10.10.2020 4:32;98;8,9;;;
10.10.2020 4:47;98;8,9;;;
10.10.2020 5:02;97;8,9;;;
10.10.2020 5:17;97;8,8;;;
10.10.2020 5:32;97;8,9;;;
10.10.2020 5:47;95;9,1;;;
10.10.2020 6:02;96;9,3;;;
10.10.2020 6:17;94;9,6;;;
10.10.2020 6:32;94;9,8;;;
10.10.2020 6:47;90;10,1;;;
10.10.2020 7:02;89;10,4;;;
10.10.2020 7:17;87;10,8;;;
10.10.2020 7:32;87;10,9;;;
10.10.2020 7:47;84;11,2;;;
10.10.2020 8:02;83;11,5;;;
10.10.2020 8:17;80;11,4;;;
10.10.2020 8:32;80;11,5;;;
10.10.2020 8:47;74;11,9;;;
10.10.2020 9:02;75;12,3;;;
10.10.2020 9:17;70;12,4;;;
10.10.2020 9:32;68;12,4;;;
10.10.2020 9:47;66;12,5;;;
10.10.2020 10:02;66;12,8;;;
10.10.2020 10:17;64;13,1;;;
10.10.2020 10:32;65;12,9;;;
10.10.2020 10:47;60;13,1;;;
10.10.2020 11:02;61;13,1;;;
10.10.2020 11:17;59;13,1;;;
10.10.2020 11:32;58;13,5;;;
10.10.2020 11:47;59;13,3;;;
10.10.2020 12:02;59;13,3;;;
10.10.2020 12:17;61;13,7;;;
10.10.2020 12:32;64;12,9;;;
10.10.2020 12:47;67;13,4;;;
10.10.2020 13:02;69;12,8;;;
10.10.2020 13:17;72;12,5;;;
10.10.2020 13:32;74;12,3;;;
10.10.2020 13:47;75;12,1;;;
10.10.2020 14:02;75;11,9;;;
10.10.2020 14:17;77;11,6;;;
10.10.2020 14:32;77;11,4;;;
10.10.2020 14:47;80;11;;;
10.10.2020 15:02;81;10,7;;;
10.10.2020 15:17;85;10,2;;;
10.10.2020 15:32;86;10;;;
10.10.2020 15:47;88;9,7;;;
10.10.2020 16:02;89;9,5;;;
10.10.2020 16:17;91;9,1;;;
10.10.2020 16:32;92;9,1;;;
10.10.2020 16:47;93;8,9;;;
10.10.2020 17:02;94;8,9;;;
10.10.2020 17:17;95;8,6;;;
10.10.2020 17:32;97;8,6;;;
10.10.2020 17:47;97;8,5;;;
10.10.2020 18:02;98;8,3;;;
10.10.2020 18:17;98;8,1;;;
10.10.2020 18:32;98;8,3;;;
10.10.2020 18:47;99;8,1;;;
10.10.2020 19:02;99;8,2;;;
10.10.2020 19:17;99;7,9;;;
10.10.2020 19:32;100;7,8;;;
10.10.2020 19:47;99;7,8;;;
10.10.2020 20:02;99;7,9;;;
10.10.2020 20:17;98;8,3;;;
10.10.2020 20:32;98;8,1;;;
10.10.2020 20:47;99;8;;;
10.10.2020 21:02;99;8;;;
10.10.2020 21:17;99;7,9;;;
10.10.2020 21:32;99;7,8;;;
10.10.2020 21:47;99;7,4;;;
10.10.2020 22:02;100;7,3;;;
10.10.2020 22:17;100;4,8;;;
10.10.2020 22:32;100;5,1;;;
10.10.2020 22:47;100;4,9;;;
10.10.2020 23:02;100;6,1;;;
10.10.2020 23:17;100;7;;;
10.10.2020 23:32;100;7;;;
10.10.2020 23:47;100;7,1;;;
11.10.2020 0:02;100;7,1;;;
11.10.2020 0:17;100;6,9;;;
11.10.2020 0:32;100;6,8;;;
11.10.2020 0:47;100;7,1;;;
11.10.2020 1:02;100;7,1;;;
11.10.2020 1:17;100;7;;;
11.10.2020 1:32;100;6,9;;;
11.10.2020 1:47;100;6,8;;;
11.10.2020 2:02;100;6,7;;;
11.10.2020 2:17;100;6,6;;;
11.10.2020 2:32;100;6,6;;;
11.10.2020 2:47;99;6,8;;;
11.10.2020 3:02;99;6,8;;;
11.10.2020 3:17;99;7;;;
11.10.2020 3:32;99;7;;;
11.10.2020 3:47;99;7,1;;;
11.10.2020 4:02;99;7;;;
11.10.2020 4:17;99;7;;;
11.10.2020 4:32;99;7,1;;;
11.10.2020 4:47;99;7,1;;;
11.10.2020 5:02;99;7,2;;;
11.10.2020 5:17;98;7,5;;;
11.10.2020 5:32;98;7,4;;;
11.10.2020 5:47;98;7,5;;;
11.10.2020 6:02;98;7,5;;;
11.10.2020 6:17;97;7,6;;;
11.10.2020 6:32;98;7,6;;;
11.10.2020 6:47;97;7,7;;;
11.10.2020 7:02;97;7,8;;;
11.10.2020 7:17;97;7,9;;;
11.10.2020 7:32;97;7,9;;;
11.10.2020 7:47;95;8;;;
11.10.2020 8:02;95;8,1;;;
11.10.2020 8:17;94;8,3;;;
11.10.2020 8:32;94;8,4;;;
11.10.2020 8:47;93;8,5;;;
11.10.2020 9:02;94;8,5;;;
11.10.2020 9:17;96;8,6;;;
11.10.2020 9:32;96;8,8;;;
11.10.2020 9:47;95;9,1;;;
11.10.2020 10:02;96;9,5;;;
11.10.2020 10:17;94;9,6;;;
11.10.2020 10:32;95;9,6;;;
11.10.2020 10:47;97;9,6;;;
11.10.2020 11:02;98;9,6;;;
11.10.2020 11:17;98;9,6;;;
11.10.2020 11:32;98;9,7;;;
11.10.2020 11:47;98;9,8;;;
11.10.2020 12:02;98;9,8;;;
11.10.2020 12:17;99;10;;;
11.10.2020 12:32;99;10;;;
11.10.2020 12:47;99;10,2;;;
11.10.2020 13:02;99;10,3;;;
11.10.2020 13:17;99;10,4;;;
11.10.2020 13:32;99;10,5;;;
11.10.2020 13:47;99;10,7;;;
11.10.2020 14:02;99;10,8;;;
11.10.2020 14:17;99;11;;;
11.10.2020 14:32;99;11;;;
11.10.2020 14:47;99;11;;;
11.10.2020 15:02;98;11;;;
11.10.2020 15:17;99;11;;;
11.10.2020 15:32;99;10,9;;;
11.10.2020 15:47;99;10,9;;;
11.10.2020 16:02;98;10,9;;;
11.10.2020 16:17;98;10,8;;;
11.10.2020 16:32;97;10,8;;;
11.10.2020 16:47;98;10,5;;;
11.10.2020 17:02;98;10,3;;;
11.10.2020 17:17;99;10,1;;;
11.10.2020 17:32;98;10;;;
11.10.2020 17:47;99;9,8;;;
11.10.2020 18:02;99;9,5;;;
11.10.2020 18:17;100;9,6;;;
11.10.2020 18:32;100;9,7;;;
11.10.2020 18:47;100;9,3;;;
11.10.2020 19:02;100;9;;;
11.10.2020 19:17;100;9;;;
11.10.2020 19:32;100;8,7;;;
11.10.2020 19:47;100;9,4;;;
11.10.2020 20:02;100;9,1;;;
11.10.2020 20:17;99;9,1;;;
11.10.2020 20:32;100;9,1;;;
11.10.2020 20:47;100;9,4;;;
11.10.2020 21:02;100;9,4;;;
11.10.2020 21:17;100;9,2;;;
11.10.2020 21:32;100;9,2;;;
11.10.2020 21:47;100;9,2;;;
11.10.2020 22:02;100;9,3;;;
11.10.2020 22:17;100;8,9;;;
11.10.2020 22:32;100;8,5;;;
11.10.2020 22:47;100;8,5;;;
11.10.2020 23:02;100;8,7;;;
11.10.2020 23:17;100;8,6;;;
11.10.2020 23:32;100;8,6;;;
11.10.2020 23:47;100;8,7;;;
12.10.2020 0:02;100;8,8;;;
12.10.2020 0:17;100;8,9;;;
12.10.2020 0:32;100;8,8;;;
12.10.2020 0:47;100;8,7;;;
12.10.2020 1:02;100;8,7;;;
12.10.2020 1:17;100;8,7;;;
12.10.2020 1:32;100;8,6;;;
12.10.2020 1:47;100;8,6;;;
12.10.2020 2:02;100;8,6;;;
12.10.2020 2:17;100;8,5;;;
12.10.2020 2:32;100;8,5;;;
12.10.2020 2:47;100;8,5;;;
12.10.2020 3:02;100;8,6;;;
12.10.2020 3:17;100;8,4;;;
12.10.2020 3:32;100;8,4;;;
12.10.2020 3:47;100;8,4;;;
12.10.2020 4:02;100;8,4;;;
12.10.2020 4:17;100;8,3;;;
12.10.2020 4:32;100;8,3;;;
12.10.2020 4:47;100;8,3;;;
12.10.2020 5:02;100;8,3;;;
12.10.2020 5:17;100;8,2;;;
12.10.2020 5:32;100;8,1;;;
12.10.2020 5:47;100;8,3;;;
12.10.2020 6:02;100;8,4;;;
12.10.2020 6:17;100;8,2;;;
12.10.2020 6:32;100;8,3;;;
12.10.2020 6:47;100;8,3;;;
12.10.2020 7:02;100;8,3;;;
12.10.2020 7:17;100;8,3;;;
12.10.2020 7:32;100;8,4;;;
12.10.2020 7:47;100;8,4;;;
12.10.2020 8:02;100;8,5;;;
12.10.2020 8:17;99;8,6;;;
12.10.2020 8:32;99;8,6;;;
12.10.2020 8:47;99;8,6;;;
12.10.2020 9:02;99;8,7;;;
12.10.2020 9:17;99;9;;;
12.10.2020 9:32;98;9,3;;;
12.10.2020 9:47;95;9,5;;;
12.10.2020 10:02;94;9,7;;;
12.10.2020 10:17;91;10;;;
12.10.2020 10:32;87;10;;;
12.10.2020 10:47;88;10,6;;;
12.10.2020 11:02;87;10,3;;;
12.10.2020 11:17;85;9,9;;;
12.10.2020 11:32;84;10;;;
12.10.2020 11:47;81;10,4;;;
12.10.2020 12:02;79;10,3;;;
12.10.2020 12:17;80;10,4;;;
12.10.2020 12:32;80;10,5;;;
12.10.2020 12:47;81;10,3;;;
12.10.2020 13:02;82;10,2;;;
12.10.2020 13:17;84;10,1;;;
12.10.2020 13:32;85;10;;;
12.10.2020 13:47;87;9,8;;;
12.10.2020 14:02;88;9,6;;;
12.10.2020 14:17;89;9,5;;;
12.10.2020 14:32;90;9,3;;;
12.10.2020 14:47;92;8,9;;;
12.10.2020 15:02;91;8,9;;;
12.10.2020 15:17;93;8,7;;;
12.10.2020 15:32;92;8,7;;;
12.10.2020 15:47;94;8,5;;;
12.10.2020 16:02;95;8,3;;;
12.10.2020 16:17;96;8,1;;;
12.10.2020 16:32;96;8;;;
12.10.2020 16:47;96;7,9;;;
12.10.2020 17:02;96;7,8;;;
12.10.2020 17:17;96;7,8;;;
12.10.2020 17:32;98;7,5;;;
12.10.2020 17:47;97;7,5;;;
12.10.2020 18:02;97;7,3;;;
12.10.2020 18:17;98;6,7;;;
12.10.2020 18:32;99;6,5;;;
12.10.2020 18:47;98;7;;;
12.10.2020 19:02;98;6,6;;;
12.10.2020 19:17;98;6,1;;;
12.10.2020 19:32;99;6,6;;;
12.10.2020 19:47;97;7,4;;;
12.10.2020 20:02;97;7,6;;;
12.10.2020 20:17;96;7,5;;;
12.10.2020 20:32;96;7,4;;;
12.10.2020 20:47;96;7,3;;;
12.10.2020 21:02;96;7,3;;;
12.10.2020 21:17;95;7,4;;;
12.10.2020 21:32;95;7,5;;;
12.10.2020 21:47;96;7,3;;;
12.10.2020 22:02;96;7,1;;;
12.10.2020 22:17;97;7,3;;;
12.10.2020 22:32;96;7,2;;;
12.10.2020 22:47;97;7,4;;;
12.10.2020 23:02;97;7,4;;;
12.10.2020 23:17;97;7,3;;;
12.10.2020 23:32;97;7,4;;;
12.10.2020 23:47;97;7,3;;;
13.10.2020 0:02;97;7,5;;;
13.10.2020 0:17;98;6,9;;;
13.10.2020 0:32;98;7,1;;;
13.10.2020 0:47;98;7,2;;;
13.10.2020 1:02;98;7,3;;;
13.10.2020 1:17;97;7,4;;;
13.10.2020 1:32;97;7,5;;;
13.10.2020 1:47;98;7,5;;;
13.10.2020 2:02;97;7,4;;;
13.10.2020 2:17;99;7,2;;;
13.10.2020 2:32;99;7;;;
13.10.2020 2:47;98;7,2;;;
13.10.2020 3:02;99;7,3;;;
13.10.2020 3:17;98;7,4;;;
13.10.2020 3:32;99;6,8;;;
13.10.2020 3:47;99;6,8;;;
13.10.2020 4:02;100;6,7;;;
13.10.2020 4:17;100;6,4;;;
13.10.2020 4:32;100;6,2;;;
13.10.2020 4:47;100;6,5;;;
13.10.2020 5:02;100;6;;;
13.10.2020 5:17;100;6,6;;;
13.10.2020 5:32;100;6,6;;;
13.10.2020 5:47;99;7,1;;;
13.10.2020 6:02;99;7;;;
13.10.2020 6:17;100;7;;;
13.10.2020 6:32;99;7,1;;;
13.10.2020 6:47;99;7,1;;;
13.10.2020 7:02;99;7,1;;;
13.10.2020 7:17;98;7,3;;;
13.10.2020 7:32;98;7,4;;;
13.10.2020 7:47;96;7,9;;;
13.10.2020 8:02;95;8;;;
13.10.2020 8:17;92;8,4;;;
13.10.2020 8:32;92;8,4;;;
13.10.2020 8:47;86;8,6;;;
13.10.2020 9:02;84;8,7;;;
13.10.2020 9:17;87;8,6;;;
13.10.2020 9:32;90;8,7;;;
13.10.2020 9:47;89;8,8;;;
13.10.2020 10:02;88;8,8;;;
13.10.2020 10:17;84;8,9;;;
13.10.2020 10:32;84;9,2;;;
13.10.2020 10:47;81;9,1;;;
13.10.2020 11:02;76;9,2;;;
13.10.2020 11:17;68;9,6;;;
13.10.2020 11:32;66;9,8;;;
13.10.2020 11:47;66;9,1;;;
13.10.2020 12:02;70;8,5;;;
13.10.2020 12:17;60;10,1;;;
13.10.2020 12:32;60;9,8;;;
13.10.2020 12:47;67;9,3;;;
13.10.2020 13:02;65;9,2;;;
13.10.2020 13:17;68;8,9;;;
13.10.2020 13:32;68;8,9;;;
13.10.2020 13:47;69;8,9;;;
13.10.2020 14:02;69;9;;;
13.10.2020 14:17;71;8,7;;;
13.10.2020 14:32;71;8,5;;;
13.10.2020 14:47;73;8,2;;;
13.10.2020 15:02;74;8,1;;;
13.10.2020 15:17;87;6,2;;;
13.10.2020 15:32;85;6,7;;;
13.10.2020 15:47;87;6,6;;;
13.10.2020 16:02;88;6,4;;;
13.10.2020 16:17;86;6,3;;;
13.10.2020 16:32;89;5,8;;;
13.10.2020 16:47;81;6,4;;;
13.10.2020 17:02;82;6,3;;;
13.10.2020 17:17;83;5,8;;;
13.10.2020 17:32;79;6,3;;;
13.10.2020 17:47;84;4,9;;;
13.10.2020 18:02;90;3,9;;;
13.10.2020 18:17;92;4,3;;;
13.10.2020 18:32;82;6,2;;;
13.10.2020 18:47;81;6,6;;;
13.10.2020 19:02;81;6,5;;;
13.10.2020 19:17;82;6,4;;;
13.10.2020 19:32;83;6,3;;;
13.10.2020 19:47;84;6,3;;;
13.10.2020 20:02;87;5,7;;;
13.10.2020 20:17;87;6;;;
13.10.2020 20:32;89;6;;;
13.10.2020 20:47;89;6;;;
13.10.2020 21:02;89;6,1;;;
13.10.2020 21:17;93;5,2;;;
13.10.2020 21:32;94;4,7;;;
13.10.2020 21:47;90;5,9;;;
13.10.2020 22:02;90;5,7;;;
13.10.2020 22:17;94;3,5;;;
13.10.2020 22:32;95;4,9;;;
13.10.2020 22:47;93;5,1;;;
13.10.2020 23:02;94;5,1;;;
13.10.2020 23:17;94;5,2;;;
13.10.2020 23:32;94;5,3;;;
13.10.2020 23:47;96;4,8;;;
14.10.2020 0:02;97;5;;;
14.10.2020 0:17;97;2,7;;;
14.10.2020 0:32;95;2,9;;;
14.10.2020 0:47;100;2,3;;;
14.10.2020 1:02;98;2,2;;;
14.10.2020 1:17;99;4,5;;;
14.10.2020 1:32;99;4,1;;;
14.10.2020 1:47;100;4;;;
14.10.2020 2:02;98;4;;;
14.10.2020 2:17;99;4;;;
14.10.2020 2:32;99;4;;;
14.10.2020 2:47;99;4,2;;;
14.10.2020 3:02;99;4,1;;;
14.10.2020 3:17;99;4,2;;;
14.10.2020 3:32;99;4,2;;;
14.10.2020 3:47;99;4,3;;;
14.10.2020 4:02;98;4,5;;;
14.10.2020 4:17;98;5,4;;;
14.10.2020 4:32;98;5,6;;;
14.10.2020 4:47;99;5,9;;;
14.10.2020 5:02;98;6,2;;;
14.10.2020 5:17;97;6,4;;;
14.10.2020 5:32;98;6,4;;;
14.10.2020 5:47;98;6,7;;;
14.10.2020 6:02;98;6,9;;;
14.10.2020 6:17;97;7,1;;;
14.10.2020 6:32;96;7,2;;;
14.10.2020 6:47;96;7,5;;;
14.10.2020 7:02;96;7,5;;;
14.10.2020 7:17;95;7,6;;;
14.10.2020 7:32;93;7,8;;;
14.10.2020 7:47;92;7,9;;;
14.10.2020 8:02;89;7,9;;;
14.10.2020 8:17;88;8,3;;;
14.10.2020 8:32;88;8,3;;;
14.10.2020 8:47;89;8,3;;;
14.10.2020 9:02;87;8,4;;;
14.10.2020 9:17;86;9,3;;;
14.10.2020 9:32;85;8,7;;;
14.10.2020 9:47;81;9,4;;;
14.10.2020 10:02;82;9,1;;;
14.10.2020 10:17;82;9;;;
14.10.2020 10:32;81;9;;;
14.10.2020 10:47;83;9,1;;;
14.10.2020 11:02;83;9,1;;;
14.10.2020 11:17;79;9,3;;;
14.10.2020 11:32;78;9,6;;;
14.10.2020 11:47;81;9,3;;;
14.10.2020 12:02;81;9,2;;;
14.10.2020 12:17;83;9,1;;;
14.10.2020 12:32;83;9,1;;;
14.10.2020 12:47;85;9;;;
14.10.2020 13:02;84;8,9;;;
14.10.2020 13:17;86;8,9;;;
14.10.2020 13:32;86;8,9;;;
14.10.2020 13:47;87;8,8;;;
14.10.2020 14:02;86;8,7;;;
14.10.2020 14:17;86;8,6;;;
14.10.2020 14:32;87;8,6;;;
14.10.2020 14:47;89;8,4;;;
14.10.2020 15:02;90;8,3;;;
14.10.2020 15:17;89;8,4;;;
14.10.2020 15:32;87;8,2;;;
14.10.2020 15:47;88;8,1;;;
14.10.2020 16:02;89;8;;;
14.10.2020 16:17;91;8,1;;;
14.10.2020 16:32;91;8,1;;;
14.10.2020 16:47;93;7,8;;;
14.10.2020 17:02;94;7,7;;;
14.10.2020 17:17;96;7,6;;;
14.10.2020 17:32;96;7,6;;;
14.10.2020 17:47;94;7,5;;;
14.10.2020 18:02;93;7,5;;;
14.10.2020 18:17;95;7,3;;;
14.10.2020 18:32;93;7,4;;;
14.10.2020 18:47;93;7,5;;;
14.10.2020 19:02;94;7,4;;;
14.10.2020 19:17;92;7,4;;;
14.10.2020 19:32;94;7,3;;;
14.10.2020 19:47;92;7,3;;;
14.10.2020 20:02;92;7,3;;;
14.10.2020 20:17;92;7,3;;;
14.10.2020 20:32;94;7,2;;;
14.10.2020 20:47;94;7,1;;;
14.10.2020 21:02;95;7,1;;;
14.10.2020 21:17;96;7,2;;;
14.10.2020 21:32;95;7,2;;;
14.10.2020 21:47;96;7,1;;;
14.10.2020 22:02;96;7;;;
14.10.2020 22:17;95;7;;;
14.10.2020 22:32;96;6,9;;;
14.10.2020 22:47;95;6,8;;;
14.10.2020 23:02;95;6,8;;;
14.10.2020 23:17;95;6,8;;;
14.10.2020 23:32;95;6,8;;;
14.10.2020 23:47;93;6,7;;;
15.10.2020 0:02;91;6,7;;;
15.10.2020 0:17;94;6,5;;;
15.10.2020 0:32;92;6,4;;;
15.10.2020 0:47;91;6,5;;;
15.10.2020 1:02;92;6,4;;;
15.10.2020 1:17;93;6,1;;;
15.10.2020 1:32;96;5,9;;;
15.10.2020 1:47;94;5,7;;;
15.10.2020 2:02;94;5,6;;;
15.10.2020 2:17;95;5,5;;;
15.10.2020 2:32;92;5,5;;;
15.10.2020 2:47;92;5,5;;;
15.10.2020 3:02;93;5,4;;;
15.10.2020 3:17;91;5,2;;;
15.10.2020 3:32;90;5,2;;;
15.10.2020 3:47;86;5;;;
15.10.2020 4:02;85;4,8;;;
15.10.2020 4:17;83;4,5;;;
15.10.2020 4:32;81;4,4;;;
15.10.2020 4:47;77;3,9;;;
15.10.2020 5:02;74;3,7;;;
15.10.2020 5:17;76;3,5;;;
15.10.2020 5:32;75;3,5;;;
15.10.2020 5:47;76;3,5;;;
15.10.2020 6:02;78;3,6;;;
15.10.2020 6:17;76;2,9;;;
15.10.2020 6:32;78;2,9;;;
15.10.2020 6:47;77;2,5;;;
15.10.2020 7:02;75;2,6;;;
15.10.2020 7:17;73;3,3;;;
15.10.2020 7:32;73;3,5;;;
15.10.2020 7:47;72;3,8;;;
15.10.2020 8:02;73;3,9;;;
15.10.2020 8:17;69;4,2;;;
15.10.2020 8:32;67;4,2;;;
15.10.2020 8:47;68;4,8;;;
15.10.2020 9:02;66;4,4;;;
15.10.2020 9:17;67;5;;;
15.10.2020 9:32;64;5;;;
15.10.2020 9:47;61;5,2;;;
15.10.2020 10:02;62;5,2;;;
15.10.2020 10:17;61;5,3;;;
15.10.2020 10:32;63;5,4;;;
15.10.2020 10:47;62;5,6;;;
15.10.2020 11:02;64;5,8;;;
15.10.2020 11:17;66;5,6;;;
15.10.2020 11:32;69;5,5;;;
15.10.2020 11:47;69;5,3;;;
15.10.2020 12:02;70;5,4;;;
15.10.2020 12:17;73;5,6;;;
15.10.2020 12:32;72;5,6;;;
15.10.2020 12:47;73;5,7;;;
15.10.2020 13:02;73;5,8;;;
15.10.2020 13:17;74;5,6;;;
15.10.2020 13:32;75;5,6;;;
15.10.2020 13:47;73;5,6;;;
15.10.2020 14:02;78;5,2;;;
15.10.2020 14:17;77;5,4;;;
15.10.2020 14:32;74;5,4;;;
15.10.2020 14:47;67;5,4;;;
15.10.2020 15:02;68;5,3;;;
15.10.2020 15:17;80;4,6;;;
15.10.2020 15:32;84;3,9;;;
15.10.2020 15:47;83;4,3;;;
15.10.2020 16:02;79;4,3;;;
15.10.2020 16:17;77;4,2;;;
15.10.2020 16:32;76;4,1;;;
15.10.2020 16:47;76;4,1;;;
15.10.2020 17:02;76;4,3;;;
15.10.2020 17:17;74;4,3;;;
15.10.2020 17:32;73;4,5;;;
15.10.2020 17:47;76;4,4;;;
15.10.2020 18:02;80;4,1;;;
15.10.2020 18:17;87;3;;;
15.10.2020 18:32;85;3,2;;;
15.10.2020 18:47;79;3,6;;;
15.10.2020 19:02;77;3,7;;;
15.10.2020 19:17;74;3,7;;;
15.10.2020 19:32;75;3,6;;;
15.10.2020 19:47;76;3,5;;;
15.10.2020 20:02;76;3,4;;;
15.10.2020 20:17;77;3,4;;;
15.10.2020 20:32;77;3,4;;;
15.10.2020 20:47;75;3,5;;;
15.10.2020 21:02;76;3,5;;;
15.10.2020 21:17;78;3,4;;;
15.10.2020 21:32;77;3,4;;;
15.10.2020 21:47;75;3,4;;;
15.10.2020 22:02;76;3,4;;;
15.10.2020 22:17;76;3,4;;;
15.10.2020 22:32;75;3,4;;;
15.10.2020 22:47;70;3,6;;;
15.10.2020 23:02;69;3,6;;;
15.10.2020 23:17;72;3,5;;;
15.10.2020 23:32;70;3,6;;;
15.10.2020 23:47;69;3,6;;;
16.10.2020 0:02;62;3,8;;;
16.10.2020 0:17;57;3,7;;;
16.10.2020 0:32;62;3,7;;;
16.10.2020 0:47;62;3,7;;;
16.10.2020 1:02;66;3,5;;;
16.10.2020 1:17;62;3,6;;;
16.10.2020 1:32;61;3,5;;;
16.10.2020 1:47;62;3,5;;;
16.10.2020 2:02;60;3,5;;;
16.10.2020 2:17;61;3,5;;;
16.10.2020 2:32;59;3,5;;;
16.10.2020 2:47;59;3,6;;;
16.10.2020 3:02;59;3,6;;;
16.10.2020 3:17;66;3,2;;;
16.10.2020 3:32;72;3;;;
16.10.2020 3:47;75;3;;;
16.10.2020 4:02;76;3,2;;;
16.10.2020 4:17;78;3,1;;;
16.10.2020 4:32;79;3,1;;;
16.10.2020 4:47;81;3,1;;;
16.10.2020 5:02;80;3;;;
16.10.2020 5:17;76;3,2;;;
16.10.2020 5:32;76;3,3;;;
16.10.2020 5:47;78;3,1;;;
16.10.2020 6:02;76;3,1;;;
16.10.2020 6:17;77;2,9;;;
16.10.2020 6:32;75;3,1;;;
16.10.2020 6:47;72;3,1;;;
16.10.2020 7:02;72;3,1;;;
16.10.2020 7:17;75;3;;;
16.10.2020 7:32;76;3;;;
16.10.2020 7:47;76;2,7;;;
16.10.2020 8:02;77;2,7;;;
16.10.2020 8:17;76;2,8;;;
16.10.2020 8:32;78;2,9;;;
16.10.2020 8:47;75;3,2;;;
16.10.2020 9:02;74;3,4;;;
16.10.2020 9:17;73;3,6;;;
16.10.2020 9:32;74;3,7;;;
16.10.2020 9:47;73;4;;;
16.10.2020 10:02;73;3,9;;;
16.10.2020 10:17;73;4;;;
16.10.2020 10:32;73;4;;;
16.10.2020 10:47;73;4;;;
16.10.2020 11:02;72;4;;;
16.10.2020 11:17;73;4,1;;;
16.10.2020 11:32;72;4,4;;;
16.10.2020 11:47;70;4,1;;;
16.10.2020 12:02;72;4,2;;;
16.10.2020 12:17;71;4,3;;;
16.10.2020 12:32;71;4,4;;;
16.10.2020 12:47;72;4,4;;;
16.10.2020 13:02;70;4,6;;;
16.10.2020 13:17;70;4,4;;;
16.10.2020 13:32;71;4,5;;;
16.10.2020 13:47;68;4,6;;;
16.10.2020 14:02;70;4,5;;;
16.10.2020 14:17;71;4,4;;;
16.10.2020 14:32;70;4,4;;;
16.10.2020 14:47;72;4,3;;;
16.10.2020 15:02;73;4,3;;;
16.10.2020 15:17;75;3,9;;;
16.10.2020 15:32;76;3,7;;;
16.10.2020 15:47;81;2,7;;;
16.10.2020 16:02;80;2,6;;;
16.10.2020 16:17;82;2,6;;;
16.10.2020 16:32;81;2,9;;;
16.10.2020 16:47;83;2,9;;;
16.10.2020 17:02;84;3;;;
16.10.2020 17:17;83;3,3;;;
16.10.2020 17:32;84;3,2;;;
16.10.2020 17:47;86;2,4;;;
16.10.2020 18:02;87;2,2;;;
16.10.2020 18:17;90;1,6;;;
16.10.2020 18:32;90;1,3;;;
16.10.2020 18:47;88;2;;;
16.10.2020 19:02;89;2;;;
16.10.2020 19:17;89;2,1;;;
16.10.2020 19:32;89;1,8;;;
16.10.2020 19:47;95;-0,4;;;
16.10.2020 20:02;93;-0,8;;;
16.10.2020 20:17;90;-0,4;;;
16.10.2020 20:32;96;-0,5;;;
16.10.2020 20:47;93;0,7;;;
16.10.2020 21:02;92;1;;;
16.10.2020 21:17;97;-0,9;;;
16.10.2020 21:32;97;-0,9;;;
16.10.2020 21:47;99;-1,2;;;
16.10.2020 22:02;99;-1,2;;;
16.10.2020 22:17;98;-0,9;;;
16.10.2020 22:32;98;-0,6;;;
16.10.2020 22:47;98;-0,8;;;
16.10.2020 23:02;97;-1,5;;;
16.10.2020 23:17;99;-1,8;;;
16.10.2020 23:32;99;-0,7;;;
16.10.2020 23:47;97;-2,6;;;
17.10.2020 0:02;99;-1,3;;;
17.10.2020 0:17;97;-2,9;;;
17.10.2020 0:32;99;-2;;;
17.10.2020 0:47;99;-2,7;;;
17.10.2020 1:02;100;-2,2;;;
